Project ID,Milestone,Schedule Category,Dates
17WPD004,Letter of Award (Contractor),Baseline,30/10/2022
17WPD004,Letter of Award (Contractor),Capex,01/06/2023
17WPD004,Site Handing Over,Baseline,29/12/2022
17WPD004,Site Handing Over,Capex,14/10/2023
17WPD004,T&C / Energisation,Baseline,22/02/2024
17WPD004,T&C / Energisation,Capex,07/12/2024
17WPD004,Project Completion,Baseline,15/08/2025
17WPD004,Project Completion,Capex,31/05/2026
20WAPDD002,CR approval (Consultant),Baseline,01/01/2022
20WAPDD002,CR approval (Consultant),Capex,17/10/2022
20WAPDD002,CR approval (Consultant),Actual,17/10/2022
20WAPDD002,Letter of Award (Consultant),Baseline,01/11/2022
20WAPDD002,Letter of Award (Consultant),Capex,07/04/2023
20WAPDD002,Letter of Award (Consultant),Actual,07/04/2023
20WAPDD002,Detail Design Approval,Baseline,01/10/2023
20WAPDD002,Detail Design Approval,Capex,06/07/2024
20WAPDD002,CR approval (Contractor),Baseline,01/10/2023
20WAPDD002,CR approval (Contractor),Capex,01/08/2024
20WAPDD002,Completion of Technical evaluation (Contractor),Baseline,01/01/2024
20WAPDD002,Completion of Technical evaluation (Contractor),Capex,01/11/2024
20WAPDD002,Letter of Award (Contractor),Baseline,15/07/2024
20WAPDD002,Letter of Award (Contractor),Capex,01/04/2025
20WAPDD002,Site Handing Over,Baseline,01/10/2024
20WAPDD002,Site Handing Over,Capex,01/05/2025
20WAPDD002,T&C / Energisation,Baseline,01/08/2027
20WAPDD002,T&C / Energisation,Capex,01/01/2028
20WAPDD002,Project Completion,Baseline,01/11/2028
20WAPDD002,Project Completion,Capex,01/05/2029
23WASIDD02,Business Case Approval,Baseline,26/05/2023
23WASIDD02,Business Case Approval,Capex,26/05/2023
23WASIDD02,Business Case Approval,Actual,26/05/2023
23WASIDD02,CR approval (Consultant),Baseline,23/09/2021
23WASIDD02,CR approval (Consultant),Capex,25/09/2021
23WASIDD02,CR approval (Consultant),Actual,20/10/2021
23WASIDD02,Letter of Award (Consultant),Baseline,09/03/2022
23WASIDD02,Letter of Award (Consultant),Capex,19/02/2022
23WASIDD02,Letter of Award (Consultant),Actual,09/03/2022
23WASIDD02,Detail Design Approval,Baseline,08/07/2023
23WASIDD02,Detail Design Approval,Capex,01/07/2023
23WASIDD02,Detail Design Approval,Actual,09/06/2023
23WASIDD02,CR approval (Contractor),Baseline,15/07/2023
23WASIDD02,CR approval (Contractor),Capex,14/06/2023
23WASIDD02,CR approval (Contractor),Actual,05/06/2023
23WASIDD02,Completion of Technical evaluation (Contractor),Baseline,17/09/2023
23WASIDD02,Completion of Technical evaluation (Contractor),Capex,31/08/2023
23WASIDD02,Letter of Award (Contractor),Baseline,10/11/2023
23WASIDD02,Letter of Award (Contractor),Capex,15/10/2023
23WASIDD02,Site Handing Over,Baseline,30/11/2023
23WASIDD02,Site Handing Over,Capex,30/11/2023
23WASIDD02,T&C / Energisation,Baseline,01/04/2025
23WASIDD02,T&C / Energisation,Capex,01/04/2025
23WASIDD02,Project Completion,Baseline,30/05/2025
23WASIDD02,Project Completion,Capex,30/05/2025
20WWPD007,Business Need,Baseline,30/06/2020
20WWPD007,Business Need,Capex,30/06/2020
20WWPD007,Business Need,Actual,30/06/2020
20WWPD007,Business Case Approval,Baseline,15/09/2022
20WWPD007,Business Case Approval,Capex,25/10/2022
20WWPD007,Business Case Approval,Actual,25/10/2022
20WWPD007,CR approval (Consultant),Baseline,24/11/2022
20WWPD007,CR approval (Consultant),Capex,24/12/2022
20WWPD007,CR approval (Consultant),Actual,11/01/2023
20WWPD007,Letter of Award (Consultant),Baseline,23/05/2023
20WWPD007,Letter of Award (Consultant),Capex,30/06/2023
20WWPD007,Letter of Award (Consultant),Actual,09/06/2023
20WWPD007,Detail Design Approval,Baseline,30/12/2024
20WWPD007,Detail Design Approval,Capex,30/12/2024
20WWPD007,CR approval (Contractor),Baseline,29/01/2025
20WWPD007,CR approval (Contractor),Capex,29/01/2025
20WWPD007,Completion of Technical evaluation (Contractor),Baseline,29/05/2025
20WWPD007,Completion of Technical evaluation (Contractor),Capex,29/05/2025
20WWPD007,Letter of Award (Contractor),Baseline,26/09/2025
20WWPD007,Letter of Award (Contractor),Capex,26/09/2025
20WWPD007,Site Handing Over,Baseline,25/12/2025
20WWPD007,Site Handing Over,Capex,25/12/2025
20WWPD007,T&C / Energisation,Baseline,14/03/2028
20WWPD007,T&C / Energisation,Capex,14/03/2028
20WWPD007,Project Completion,Baseline,09/03/2029
20WWPD007,Project Completion,Capex,09/03/2029
20EAPDD07,Business Case Approval,Baseline,01/10/2020
20EAPDD07,Business Case Approval,Capex,10/02/2021
20EAPDD07,Business Case Approval,Actual,10/02/2021
20EAPDD07,CR approval (Consultant),Baseline,01/03/2021
20EAPDD07,CR approval (Consultant),Capex,19/08/2021
20EAPDD07,CR approval (Consultant),Actual,19/08/2021
20EAPDD07,Letter of Award (Consultant),Baseline,01/08/2021
20EAPDD07,Letter of Award (Consultant),Capex,24/05/2022
20EAPDD07,Letter of Award (Consultant),Actual,24/05/2022
20EAPDD07,Detail Design Approval,Baseline,01/02/2022
20EAPDD07,Detail Design Approval,Capex,29/11/2022
20EAPDD07,Detail Design Approval,Actual,29/11/2022
20EAPDD07,CR approval (Contractor),Baseline,01/03/2022
20EAPDD07,CR approval (Contractor),Capex,03/02/2023
20EAPDD07,CR approval (Contractor),Actual,03/02/2023
20EAPDD07,Completion of Technical evaluation (Contractor),Baseline,01/04/2022
20EAPDD07,Completion of Technical evaluation (Contractor),Capex,04/07/2023
20EAPDD07,Completion of Technical evaluation (Contractor),Actual,04/07/2023
20EAPDD07,Letter of Award (Contractor),Baseline,15/06/2022
20EAPDD07,Letter of Award (Contractor),Capex,01/12/2023
20EAPDD07,Site Handing Over,Baseline,15/07/2022
20EAPDD07,Site Handing Over,Capex,01/01/2024
20EAPDD07,T&C / Energisation,Baseline,15/06/2024
20EAPDD07,T&C / Energisation,Capex,01/12/2025
20EAPDD07,Project Completion,Baseline,15/06/2025
20EAPDD07,Project Completion,Capex,01/12/2026
22EASIDDI06,Business Case Approval,Baseline,01/09/2021
22EASIDDI06,Business Case Approval,Capex,17/10/2021
22EASIDDI06,Business Case Approval,Actual,17/10/2021
22EASIDDI06,CR approval (Consultant),Baseline,15/02/2022
22EASIDDI06,CR approval (Consultant),Capex,25/04/2022
22EASIDDI06,CR approval (Consultant),Actual,25/04/2022
22EASIDDI06,Letter of Award (Consultant),Baseline,30/06/2022
22EASIDDI06,Letter of Award (Consultant),Capex,31/08/2022
22EASIDDI06,Letter of Award (Consultant),Actual,31/08/2022
22EASIDDI06,Detail Design Approval,Baseline,30/09/2022
22EASIDDI06,Detail Design Approval,Capex,30/03/2023
22EASIDDI06,Detail Design Approval,Actual,30/03/2023
22EASIDDI06,CR approval (Contractor),Baseline,15/10/2022
22EASIDDI06,CR approval (Contractor),Capex,15/05/2023
22EASIDDI06,CR approval (Contractor),Actual,15/05/2023
22EASIDDI06,Completion of Technical evaluation (Contractor),Baseline,31/12/2023
22EASIDDI06,Completion of Technical evaluation (Contractor),Capex,31/10/2023
22EASIDDI06,Letter of Award (Contractor),Baseline,31/01/2023
22EASIDDI06,Letter of Award (Contractor),Capex,15/12/2023
22EASIDDI06,Site Handing Over,Baseline,01/03/2023
22EASIDDI06,Site Handing Over,Capex,15/01/2024
22EASIDDI06,T&C / Energisation,Baseline,31/07/2024
22EASIDDI06,T&C / Energisation,Capex,15/01/2026
22EASIDDI06,Project Completion,Baseline,31/07/2025
22EASIDDI06,Project Completion,Capex,15/01/2028
23ENMDDI01,Business Case Approval,Baseline,30/03/2023
23ENMDDI01,Business Case Approval,Capex,19/04/2023
23ENMDDI01,Business Case Approval,Actual,19/04/2023
23ENMDDI01,CR approval (Contractor),Baseline,29/04/2023
23ENMDDI01,CR approval (Contractor),Capex,10/05/2023
23ENMDDI01,CR approval (Contractor),Actual,10/05/2023
23ENMDDI01,Completion of Technical evaluation (Contractor),Baseline,29/08/2023
23ENMDDI01,Completion of Technical evaluation (Contractor),Capex,30/11/2023
23ENMDDI01,Letter of Award (Contractor),Baseline,06/11/2023
23ENMDDI01,Letter of Award (Contractor),Capex,15/12/2023
23ENMDDI01,Site Handing Over,Baseline,19/12/2023
23ENMDDI01,Site Handing Over,Capex,27/01/2024
23ENMDDI01,T&C / Energisation,Baseline,19/03/2025
23ENMDDI01,T&C / Energisation,Capex,27/04/2025
23ENMDDI01,Project Completion,Baseline,19/03/2026
23ENMDDI01,Project Completion,Capex,27/04/2026
23WASIDDI01,Business Need,Baseline,14/08/2022
23WASIDDI01,Business Need,Capex,14/08/2022
23WASIDDI01,Business Need,Actual,14/08/2022
23WASIDDI01,Business Case Approval,Baseline,14/11/2022
23WASIDDI01,Business Case Approval,Capex,19/01/2023
23WASIDDI01,Business Case Approval,Actual,19/01/2023
23WASIDDI01,CR approval (Consultant),Baseline,03/02/2023
23WASIDDI01,CR approval (Consultant),Capex,22/02/2023
23WASIDDI01,CR approval (Consultant),Actual,22/02/2023
23WASIDDI01,Letter of Award (Consultant),Baseline,21/05/2023
23WASIDDI01,Letter of Award (Consultant),Capex,30/05/2023
23WASIDDI01,Letter of Award (Consultant),Actual,30/05/2023
23WASIDDI01,Detail Design Approval,Baseline,29/05/2024
23WASIDDI01,Detail Design Approval,Capex,15/05/2024
23WASIDDI01,CR approval (Contractor),Baseline,07/06/2024
23WASIDDI01,CR approval (Contractor),Capex,07/06/2024
23WASIDDI01,Completion of Technical evaluation (Contractor),Baseline,15/09/2024
23WASIDDI01,Completion of Technical evaluation (Contractor),Capex,15/09/2024
23WASIDDI01,Letter of Award (Contractor),Baseline,14/10/2024
23WASIDDI01,Letter of Award (Contractor),Capex,14/10/2024
23WASIDDI01,Site Handing Over,Baseline,14/11/2024
23WASIDDI01,Site Handing Over,Capex,14/11/2024
23WASIDDI01,T&C / Energisation,Baseline,14/10/2025
23WASIDDI01,T&C / Energisation,Capex,14/10/2025
23WASIDDI01,Project Completion,Baseline,15/02/2026
23WASIDDI01,Project Completion,Capex,15/02/2026
22EASIDDI07,Business Case Approval,Baseline,01/04/2022
22EASIDDI07,Business Case Approval,Capex,13/05/2022
22EASIDDI07,Business Case Approval,Actual,13/05/2022
22EASIDDI07,CR approval (Consultant),Baseline,01/05/2022
22EASIDDI07,CR approval (Consultant),Capex,17/06/2022
22EASIDDI07,CR approval (Consultant),Actual,17/06/2022
22EASIDDI07,Letter of Award (Consultant),Baseline,01/09/2022
22EASIDDI07,Letter of Award (Consultant),Capex,17/10/2022
22EASIDDI07,Letter of Award (Consultant),Actual,17/10/2022
22EASIDDI07,Detail Design Approval,Baseline,01/02/2023
22EASIDDI07,Detail Design Approval,Capex,17/02/2023
22EASIDDI07,Detail Design Approval,Actual,17/02/2023
22EASIDDI07,CR approval (Contractor),Baseline,20/03/2023
22EASIDDI07,CR approval (Contractor),Capex,12/04/2023
22EASIDDI07,CR approval (Contractor),Actual,12/04/2023
22EASIDDI07,Completion of Technical evaluation (Contractor),Baseline,20/03/2023
22EASIDDI07,Completion of Technical evaluation (Contractor),Capex,05/09/2023
22EASIDDI07,Completion of Technical evaluation (Contractor),Actual,05/09/2023
22EASIDDI07,Letter of Award (Contractor),Baseline,05/04/2023
22EASIDDI07,Letter of Award (Contractor),Capex,15/11/2023
22EASIDDI07,Site Handing Over,Baseline,05/05/2023
22EASIDDI07,Site Handing Over,Capex,15/12/2023
22EASIDDI07,T&C / Energisation,Baseline,05/04/2025
22EASIDDI07,T&C / Energisation,Capex,15/11/2025
22EASIDDI07,Project Completion,Baseline,05/04/2026
22EASIDDI07,Project Completion,Capex,15/11/2026
21WASIDDI01,Business Need,Baseline,01/07/2020
21WASIDDI01,Business Need,Capex,01/07/2020
21WASIDDI01,Business Need,Actual,01/07/2020
21WASIDDI01,Business Case Approval,Baseline,01/09/2020
21WASIDDI01,Business Case Approval,Capex,01/09/2020
21WASIDDI01,Business Case Approval,Actual,01/09/2020
21WASIDDI01,CR approval (Consultant),Baseline,22/02/2022
21WASIDDI01,CR approval (Consultant),Capex,22/02/2022
21WASIDDI01,CR approval (Consultant),Actual,22/02/2022
21WASIDDI01,Letter of Award (Consultant),Baseline,13/12/2020
21WASIDDI01,Letter of Award (Consultant),Capex,13/12/2020
21WASIDDI01,Letter of Award (Consultant),Actual,13/12/2020
21WASIDDI01,Detail Design Approval,Baseline,22/12/2021
21WASIDDI01,Detail Design Approval,Capex,28/11/2021
21WASIDDI01,Detail Design Approval,Actual,28/11/2021
21WASIDDI01,CR approval (Contractor),Baseline,22/01/2022
21WASIDDI01,CR approval (Contractor),Capex,01/01/2025
21WASIDDI01,Completion of Technical evaluation (Contractor),Baseline,22/03/2022
21WASIDDI01,Completion of Technical evaluation (Contractor),Capex,30/06/2025
21WASIDDI01,Letter of Award (Contractor),Baseline,22/05/2022
21WASIDDI01,Letter of Award (Contractor),Capex,28/09/2025
21WASIDDI01,Site Handing Over,Baseline,02/05/2022
21WASIDDI01,Site Handing Over,Capex,27/12/2025
21WASIDDI01,T&C / Energisation,Baseline,11/05/2024
21WASIDDI01,T&C / Energisation,Capex,17/12/2027
21WASIDDI01,Project Completion,Baseline,11/05/2025
21WASIDDI01,Project Completion,Capex,16/12/2028
22EAPDD01,Business Case Approval,Baseline,14/04/2021
22EAPDD01,Business Case Approval,Capex,14/04/2021
22EAPDD01,Business Case Approval,Actual,14/04/2021
22EAPDD01,CR approval (Contractor),Baseline,03/09/2022
22EAPDD01,CR approval (Contractor),Capex,22/05/2023
22EAPDD01,CR approval (Contractor),Actual,22/05/2023
22EAPDD01,Completion of Technical evaluation (Contractor),Baseline,02/12/2022
22EAPDD01,Completion of Technical evaluation (Contractor),Capex,28/07/2023
22EAPDD01,Completion of Technical evaluation (Contractor),Actual,28/07/2023
22EAPDD01,Letter of Award (Contractor),Baseline,01/01/2023
22EAPDD01,Letter of Award (Contractor),Capex,09/11/2023
22EAPDD01,Site Handing Over,Baseline,01/01/2023
22EAPDD01,Site Handing Over,Capex,29/11/2023
22EAPDD01,T&C / Energisation,Baseline,01/01/2025
22EAPDD01,T&C / Energisation,Capex,29/11/2025
22EAPDD01,Project Completion,Baseline,01/01/2027
22EAPDD01,Project Completion,Capex,29/11/2027
22EASIDDI12,Business Case Approval,Baseline,20/08/2022
22EASIDDI12,Business Case Approval,Capex,04/10/2022
22EASIDDI12,Business Case Approval,Actual,04/10/2022
22EASIDDI12,CR approval (Consultant),Baseline,20/10/2022
22EASIDDI12,CR approval (Consultant),Capex,08/12/2022
22EASIDDI12,CR approval (Consultant),Actual,08/12/2022
22EASIDDI12,Letter of Award (Consultant),Baseline,01/01/2023
22EASIDDI12,Letter of Award (Consultant),Capex,30/03/2023
22EASIDDI12,Letter of Award (Consultant),Actual,30/03/2023
22EASIDDI12,Detail Design Approval,Baseline,01/07/2023
22EASIDDI12,Detail Design Approval,Capex,07/12/2023
22EASIDDI12,CR approval (Contractor),Baseline,01/08/2023
22EASIDDI12,CR approval (Contractor),Capex,15/12/2023
22EASIDDI12,Completion of Technical evaluation (Contractor),Baseline,01/11/2023
22EASIDDI12,Completion of Technical evaluation (Contractor),Capex,01/04/2024
22EASIDDI12,Letter of Award (Contractor),Baseline,01/01/2024
22EASIDDI12,Letter of Award (Contractor),Capex,01/08/2024
22EASIDDI12,Site Handing Over,Baseline,31/01/2024
22EASIDDI12,Site Handing Over,Capex,08/08/2024
22EASIDDI12,T&C / Energisation,Baseline,31/12/2026
22EASIDDI12,T&C / Energisation,Capex,07/08/2027
22EASIDDI12,Project Completion,Baseline,31/12/2027
22EASIDDI12,Project Completion,Capex,07/08/2028
23WASIDNI01,Business Need,Baseline,25/07/2022
23WASIDNI01,Business Need,Capex,25/07/2022
23WASIDNI01,Business Need,Actual,25/07/2022
23WASIDNI01,Business Case Approval,Baseline,30/04/2023
23WASIDNI01,Business Case Approval,Capex,30/05/2023
23WASIDNI01,Business Case Approval,Actual,30/05/2023
23WASIDNI01,CR approval (Consultant),Baseline,07/05/2023
23WASIDNI01,CR approval (Consultant),Capex,07/05/2023
23WASIDNI01,Letter of Award (Consultant),Baseline,31/10/2023
23WASIDNI01,Letter of Award (Consultant),Capex,31/10/2023
23WASIDNI01,Detail Design Approval,Baseline,30/04/2024
23WASIDNI01,Detail Design Approval,Capex,30/04/2024
23WASIDNI01,CR approval (Contractor),Baseline,07/08/2024
23WASIDNI01,CR approval (Contractor),Capex,07/08/2024
23WASIDNI01,Completion of Technical evaluation (Contractor),Baseline,15/09/2024
23WASIDNI01,Completion of Technical evaluation (Contractor),Capex,15/09/2024
23WASIDNI01,Letter of Award (Contractor),Baseline,01/02/2025
23WASIDNI01,Letter of Award (Contractor),Capex,01/02/2025
23WASIDNI01,Site Handing Over,Baseline,01/04/2025
23WASIDNI01,Site Handing Over,Capex,01/04/2025
23WASIDNI01,T&C / Energisation,Baseline,01/07/2026
23WASIDNI01,T&C / Energisation,Capex,01/07/2026
23WASIDNI01,Project Completion,Baseline,30/06/2027
23WASIDNI01,Project Completion,Capex,30/06/2027
22WASIDDI01,Business Need,Baseline,01/11/2021
22WASIDDI01,Business Need,Capex,01/11/2021
22WASIDDI01,Business Need,Actual,01/11/2021
22WASIDDI01,Business Case Approval,Baseline,15/09/2021
22WASIDDI01,Business Case Approval,Capex,15/09/2021
22WASIDDI01,Business Case Approval,Actual,15/09/2021
22WASIDDI01,CR approval (Consultant),Baseline,30/10/2021
22WASIDDI01,CR approval (Consultant),Capex,12/05/2022
22WASIDDI01,CR approval (Consultant),Actual,12/05/2022
22WASIDDI01,Letter of Award (Consultant),Baseline,01/02/2022
22WASIDDI01,Letter of Award (Consultant),Capex,10/11/2022
22WASIDDI01,Letter of Award (Consultant),Actual,10/11/2022
22WASIDDI01,Detail Design Approval,Baseline,01/08/2023
22WASIDDI01,Detail Design Approval,Capex,23/04/2023
22WASIDDI01,Detail Design Approval,Actual,23/04/2023
22WASIDDI01,CR approval (Contractor),Baseline,15/09/2022
22WASIDDI01,CR approval (Contractor),Capex,15/05/2023
22WASIDDI01,CR approval (Contractor),Actual,15/05/2023
22WASIDDI01,Completion of Technical evaluation (Contractor),Baseline,15/02/2023
22WASIDDI01,Completion of Technical evaluation (Contractor),Capex,20/12/2023
22WASIDDI01,Letter of Award (Contractor),Baseline,01/04/2023
22WASIDDI01,Letter of Award (Contractor),Capex,20/02/2024
22WASIDDI01,Site Handing Over,Baseline,01/05/2023
22WASIDDI01,Site Handing Over,Capex,20/03/2024
22WASIDDI01,T&C / Energisation,Baseline,01/11/2023
22WASIDDI01,T&C / Energisation,Capex,01/11/2023
22WASIDDI01,Project Completion,Baseline,01/11/2024
22WASIDDI01,Project Completion,Capex,20/06/2025
22WASIDDI05,Business Need,Baseline,29/07/2021
22WASIDDI05,Business Need,Capex,29/07/2021
22WASIDDI05,Business Need,Actual,29/07/2021
22WASIDDI05,Business Case Approval,Baseline,01/11/2021
22WASIDDI05,Business Case Approval,Capex,01/11/2021
22WASIDDI05,Business Case Approval,Actual,01/11/2021
22WASIDDI05,CR approval (Consultant),Baseline,01/01/2022
22WASIDDI05,CR approval (Consultant),Capex,30/05/2022
22WASIDDI05,CR approval (Consultant),Actual,30/05/2022
22WASIDDI05,Letter of Award (Consultant),Baseline,01/05/2022
22WASIDDI05,Letter of Award (Consultant),Capex,14/11/2022
22WASIDDI05,Letter of Award (Consultant),Actual,14/11/2022
22WASIDDI05,Detail Design Approval,Baseline,01/11/2022
22WASIDDI05,Detail Design Approval,Capex,30/05/2023
22WASIDDI05,Detail Design Approval,Actual,30/05/2023
22WASIDDI05,CR approval (Contractor),Baseline,15/12/2022
22WASIDDI05,CR approval (Contractor),Capex,19/06/2023
22WASIDDI05,CR approval (Contractor),Actual,19/06/2023
22WASIDDI05,Completion of Technical evaluation (Contractor),Baseline,15/02/2023
22WASIDDI05,Completion of Technical evaluation (Contractor),Capex,19/10/2023
22WASIDDI05,Letter of Award (Contractor),Baseline,15/04/2023
22WASIDDI05,Letter of Award (Contractor),Capex,25/12/2023
22WASIDDI05,Site Handing Over,Baseline,15/05/2023
22WASIDDI05,Site Handing Over,Capex,01/01/2024
22WASIDDI05,T&C / Energisation,Baseline,15/11/2024
